nom_col,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
PUERTA DE HIERRO,29.1283378,-110.9448623,"Los sabinos y Paseo de La Castaña, Los Sabinos, 83146 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJuSqEMGGGzoYRn7BbiS2ve4w,"establishment, point_of_interest",2025-11-05T23:18:19.938793
PUERTA DEL REY ETAPA III,29.1708184,-111.0189705,"Prta del Rey, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWytWOryAzoYRHj1LjNkg7Ug,route,2025-11-05T23:18:20.297297
PUERTA DEL REY SECCIN GALICIA,29.1719154,-111.0128205,"C. Gomara & Avenida Requeña, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJXeu8W-2BzoYRdG2c8lfcy-k,"establishment, point_of_interest",2025-11-05T23:18:20.667744
PUERTA DEL REY SECCION ALTADENA,29.1505576,-110.9670337,"Altadena, Los Angeles, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJsat_e-KGzoYRNzCbExJBKAo,route,2025-11-05T23:18:21.007122
PUERTA DEL REY SECCION CALAFIA,29.1759265,-111.0128029,"Parque Puerta Del Rey IV, Av. Calpe, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJt_ze0LqAzoYRliXeG2JAg64,"establishment, park, point_of_interest",2025-11-05T23:18:21.369896
PUERTA DEL REY SECCION CUEVAS,29.1708184,-111.0189705,"Prta del Rey, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWytWOryAzoYRHj1LjNkg7Ug,route,2025-11-05T23:18:21.746794
PUERTA DEL REY SECCION MONTELENA,29.1751912,-111.0048807,"Calle Fontanar & Boulevard Carlos B. Maldonado, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_Ua3VACBzoYReufazvxpnqQ,"establishment, point_of_interest",2025-11-05T23:18:22.107154
PUERTA DEL REY SECCION TIERRA NUEVA,29.1686614,-111.0135944,"P.º Tierra Nueva, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJGc1XPbmAzoYRGUaRiMLiAvU,route,2025-11-05T23:18:22.471356
PUERTA ESMERALDA,29.04951089999999,-110.9979789,"PUERTA ESMERALDA, 83285 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5ftgcYKEzoYRRspVTk9NhCU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:22.828683
PUERTA GRANDE RESIDENCIAL,29.0789485,-111.0046852,"Puerta Grande, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ0fAJXPODzoYR5JxKtBBZNsk,"political, sublocality, sublocality_level_1",2025-11-05T23:18:23.195247
PUERTA REAL,29.1178256,-111.0363537,"Puerta Real, 83177 Hermosillo, Son., Mexico",APPROXIMATE,ChIJZZLJcA2BzoYRjnbxyyZTBa0,"political, sublocality, sublocality_level_1",2025-11-05T23:18:23.549960
PUNTA DE LAGO RESIDENCIAL,29.0780303,-110.9890374,"Punta de Lago, Valle Bonito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ8eNG_nKEzoYR0ftOlsPT8wQ,"neighborhood, political",2025-11-05T23:18:23.913594
QUINTA EMILIA,29.09185829999999,-111.01698,"Quinta Emilia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJi3hpsuaDzoYRdyrtvc9vU4s,"political, sublocality, sublocality_level_1",2025-11-05T23:18:24.260504
QUINTA ESMERALDA,29.010428,-110.9769599,"Blvd. Musaro, Pitahaya Madura &, 83284 Hermosillo, Son., Mexico",ROOFTOP,ChIJYTn0SUqbzoYRWD5FOSaV3jc,"establishment, point_of_interest",2025-11-05T23:18:24.616558
QUINTA LA PALOMA,29.134009,-110.9485764,"Quinta la Paloma, La Paloma III, 83146 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWWQ3u1-GzoYROnWA5xaqLlw,route,2025-11-05T23:18:24.976099
QUINTA REAL,29.0458739,-110.8685768,"Quinta Real, Acceso a Entronque sobre Carretera a Sahuaripa, Calle Entronque Ejido El Realito Km 1, km 7, frente PROMETAL, 83303 Hermosillo, Son., Mexico",ROOFTOP,ChIJZYSL5fCPzoYRKTeQjmC7z5Y,"campground, establishment, lodging, park, point_of_interest",2025-11-05T23:18:25.361069
QUINTAEMILIA,29.09185829999999,-111.01698,"Quinta Emilia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJi3hpsuaDzoYRdyrtvc9vU4s,"political, sublocality, sublocality_level_1",2025-11-05T23:18:25.705946
QUINTAS DEL SOL RESIDENCIAL,29.0130179,-110.9759773,"Quintas del Sol, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJJ3w_9UqbzoYRNTGTgODnHwc,"political, sublocality, sublocality_level_1",2025-11-05T23:18:26.079751
QUINTAS GALICIA,29.0792128,-110.9968838,"Galicia, Casa Grande, 83246 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB6U4tQqEzoYRe5DxzmvpP_c,route,2025-11-05T23:18:26.452026
RANCHO BONITO,29.099484,-111.0177339,"Rancho Bonito, Quinta Emilia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJV8ZPRl-BzoYRUoYis3l0em8,"neighborhood, political",2025-11-05T23:18:26.801095
RANCHO GRANDE,29.0055259,-110.9461929,"Rancho Grande, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJlS4KRtmazoYROYfjquazqjk,"political, sublocality, sublocality_level_1",2025-11-05T23:18:27.159124
RAQUET CLUB,29.08978219999999,-110.9871745,"Raquet Club, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ17LvyQ-EzoYRimB-YsO7Cdo,"political, sublocality, sublocality_level_1",2025-11-05T23:18:27.512068
REAL DE LOS ARCOS,29.0806227,-110.9752525,"Los Arcos, 83250 Hermosillo, Son., Mexico",APPROXIMATE,ChIJrV1Mi2qEzoYR8kDAbRc-5Cs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:27.849571
REAL DE MINAS,29.0459632,-111.0005869,"Real de Minas, 83285 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ_6JYtWKDzoYR-ItbUTqKtuw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:28.205141
REAL DE QUIROGA,29.089741,-111.0214508,"Real de Quiroga, 83224 Hermosillo, Son., Mexico",APPROXIMATE,ChIJjydbfueDzoYRTfLJFH6hYEc,"neighborhood, political",2025-11-05T23:18:28.552732
REAL DE QUIROGA SECCION MADRIGAL,29.0895424,-111.0223592,"Blvd. Garcia Morales, Blvd. Juan Navarrete &, Real de Quiroga, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJ_97Yh92DzoYRmTD_Ij_jeeA,"establishment, point_of_interest",2025-11-05T23:18:28.902900
REAL DE SEVILLA,29.0824221,-111.0462868,"Real de Sevilla, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ00QzNc2DzoYRDIPIwUWmfbA,route,2025-11-05T23:18:29.263197
REAL DE TOLEDO,29.0668322,-111.0001858,"P.º Real de Toledo, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJGysp7neEzoYRK6IvQiP-kAo,route,2025-11-05T23:18:29.616520
REAL DEL CARDO,29.13223799999999,-111.0022635,"Real del Cardo, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJS402QzKBzoYRTIuJZiyDT3s,"political, sublocality, sublocality_level_1",2025-11-05T23:18:29.977763
REAL DEL CARMEN RESIDENCIAL,29.0500695,-111.0081453,"C. Santillana 49, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJVyT3HQCDzoYR7P0RnoZic2U,"establishment, point_of_interest",2025-11-05T23:18:30.354665
REAL DEL CENTENARIO,29.0781375,-110.9714412,"Real del Centenario, Los Arcos, 83250 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJkaRieEGEzoYRGa4aA-1BN2o,route,2025-11-05T23:18:30.712660
REAL DEL LLANO,29.0876845,-111.0387758,"Real del Llano, La Manga, 83320 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGRGdPNGDzoYR8LPjS4azOTo,"neighborhood, political",2025-11-05T23:18:31.073540
REAL DEL MONTEJO,29.0878911,-111.0133493,"Real del Montejo, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJmUI9guWDzoYR7fdRP9JB7bE,route,2025-11-05T23:18:31.434767
REAL DEL PITIC,29.073892,-110.9391982,"Del Pitic, 83070 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJMTwIZa-FzoYRdsejWV-jXJc,route,2025-11-05T23:18:31.779399
REFORMA NORTE,29.0583725,-110.96215,"La Reforma, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJsdwECfqEzoYR324PrQRLk4s,route,2025-11-05T23:18:32.126939
RENACERES RESIDENCIAL,29.0449149,-111.0285223,"Blvd. Antonio Quiroga SN, Renaceres Residencial, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJdV-55qODzoYR5MH6omHuC0Y,"establishment, general_contractor, point_of_interest",2025-11-05T23:18:32.483909
RENACIMIENTO,29.0115366,-110.9305456,"Renacimiento, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJa4MsK8aazoYRy9nZWXRNIqA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:32.833904
RESIDENCIAL ALAMOS,29.0885192,-110.9910709,"Pasamonte 69, Santa Fe, 83130 Hermosillo, Son., Mexico",ROOFTOP,ChIJXTHMKZCFzoYR7cNoaZBqKHM,"establishment, general_contractor, point_of_interest",2025-11-05T23:18:33.187361
RESIDENCIAL ARIZONA,29.1291984,-110.9894618,"Alejandro García 580, Benito Juárez, 83110 Hermosillo, Son., Mexico",ROOFTOP,ChIJd9VtJ8mGzoYRwLkGmhiKYOU,"establishment, point_of_interest",2025-11-05T23:18:33.563220
RESIDENCIAL BRITANIA,29.1250666,-110.9464036,"Los Arrayanes 25, Bretaña, 83148 Hermosillo, Son., Mexico",ROOFTOP,ChIJiyZb6V2HzoYRLp5wwbHlhe0,"establishment, point_of_interest",2025-11-05T23:18:33.914942
RESIDENCIAL CAPISTRANO,29.0889066,-111.0005,"Calle, San Agustín 33, Capistrano, 83249 Hermosillo, Son., Mexico",ROOFTOP,ChIJQyI8CXSDzoYR4WHQJI5yMM8,"establishment, lodging, point_of_interest",2025-11-05T23:18:34.274884
RESIDENCIAL COUNTRY CLUB,29.0919936,-110.9394869,"Country Club, Hermosillo, Son., Mexico",APPROXIMATE,ChIJpecPQcaFzoYRnCzvSxhObao,"political, sublocality, sublocality_level_1",2025-11-05T23:18:34.609760
RESIDENCIAL DE ALCALA,29.0897161,-110.9522482,"C y Fray Hermenegildo Rangel Lugo, C. Benito Juárez 44A, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJnbfK6r-FzoYRRm3CjPx_ZGg,"establishment, health, hospital, point_of_interest",2025-11-05T23:18:34.974076
RESIDENCIAL DE ANZA,29.0842315,-110.9871745,"Residencial de Anza, Hermosillo, Son., Mexico",APPROXIMATE,ChIJOYK4hg2EzoYRtTNR9P5bPwQ,"political, sublocality, sublocality_level_1",2025-11-05T23:18:35.320634
RESIDENCIAL GALA,29.0010163,-110.9204868,"Residencial Gala, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJEUkCCZaazoYRI-Z4ewblM6M,"political, sublocality, sublocality_level_1",2025-11-05T23:18:35.676082
RESIDENCIAL KINO,29.1185782,-110.9605364,"Residencial Kino, 83100 Hermosillo, Son., Mexico",APPROXIMATE,ChIJRSXHiY-GzoYRVEznKHq1z3I,"political, sublocality, sublocality_level_1",2025-11-05T23:18:36.031032
RESIDENCIAL LA CIMA,29.1472306,-110.9891217,"Hacienda, Almacen, 83105 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_6V-FSiHzoYR-33jOkdZmbE,"establishment, point_of_interest",2025-11-05T23:18:36.355449
RESIDENCIAL LA HACIENDA,29.0997839,-111.0106556,"La Hacienda, Sonacer, 83174 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJXRbBAliBzoYR07Y1ZyPYrlM,route,2025-11-05T23:18:36.713735
RESIDENCIAL LA RIOJA NORTE,29.1309288,-110.9468996,"Burgos, 83146 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJy_x8omCGzoYRtXPePomUpTc,"establishment, point_of_interest",2025-11-05T23:18:37.077181
RESIDENCIAL MEDITERRANEO,29.0328388,-110.9537742,"De Los Mecánicos 66B, Y Griega, 83290 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-fXZPQCFzoYRHq18K5w2Y6o,"establishment, point_of_interest",2025-11-05T23:18:37.436623
RESIDENCIAL NAVARRETE,29.0887682,-110.9944861,"Blvd. Juan Navarrete & Bv. Paseo de las Quintas, Santa Fe, 83249 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE40MZOaFzoYRzuSndULOb18,"establishment, point_of_interest",2025-11-05T23:18:37.790233
RESIDENCIAL PIMA,29.100003,-110.9217393,"Pima, 83160 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRbec2eiFzoYRuQ3W4dJh_dc,route,2025-11-05T23:18:38.143416
RESIDENCIAL REAL DE CASTILLA,29.0870602,-111.0274608,"Boulevard Antonio Quiroga, Blvd. Juan Navarrete &, La Manga, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJuwcNltyDzoYRfDF0J7WTldw,"establishment, point_of_interest",2025-11-05T23:18:38.503730
RESIDENCIAL SAN ANTONIO,29.0328388,-110.9537742,"De Los Mecánicos 66B, Y Griega, 83290 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-fXZPQCFzoYRHq18K5w2Y6o,"establishment, point_of_interest",2025-11-05T23:18:38.849017
RESIDENCIAL SANTA FE,29.0865211,-110.990155,"Santa Fe, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJa5QGyw6EzoYRffBZv0518Hw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:39.208839
RESIDENCIAL VALLE DEL LAGO,29.07682999999999,-110.9871743,"Valle Del Lago, Valle Bonito, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUZu0dnKEzoYRJnIzLNBCMN8,"neighborhood, political",2025-11-05T23:18:39.567277
RESIDENCIAL VILLA BONITA,29.0619751,-111.0087834,"Villa Bonita, 83288 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJCaGCOoSDzoYR3XoVJnzlbtk,"political, sublocality, sublocality_level_1",2025-11-05T23:18:39.922432
RESIDENCIAL VILLA FLORENCIA,29.0736977,-110.9847529,"Villa Florencia, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFd3oRm6EzoYRT8L_IvYfmfA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:40.288632
RETORNO ARCO IRIS,29.0771253,-110.9764854,"Arco Iris, 83250 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJzbvrJWqEzoYRSAVSrShvMrY,route,2025-11-05T23:18:40.635366
RETORNO DE LA MISION,29.1498128,-110.9681931,"Rtno. de la Misión, 83114 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqbBF-OGGzoYREnXbIjjqscQ,route,2025-11-05T23:18:41.004395
REVOLUCION 1,29.0911694,-110.9497555,"Revolución 1, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJ2TepR8uFzoYRtBnILxhyYaQ,"street_address, subpremise",2025-11-05T23:18:41.369571
REVOLUCION 2,29.1206993,-110.8968557,"Revolución 2, La Victoria, 83304 La Victoria, Son., Mexico",ROOFTOP,ChIJ4yQif6yIzoYRgT55AN2jKWU,street_address,2025-11-05T23:18:41.731247
RINC0N AGRADABLE,29.1383131,-110.9799095,"Rincon Agradable, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJzySFpdyGzoYRGcxf3OTUrxw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:42.092383
RINCON DE LAS FLORES,29.0729826,-110.9557946,"Centro, 83079 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ9Qwpx-iFzoYRAjw4fUe2lrk,"establishment, point_of_interest",2025-11-05T23:18:42.471390
RINCON DE PALMAS,29.1523992,-110.9711543,"Rincon de Palmas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ4VzDUx6HzoYRckZZvOZe4fw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:42.817172
RINCON DEL MARQUEZ,29.02657349999999,-110.9437713,"Rincon del Marquez, 83294 Hermosillo, Son., Mexico",APPROXIMATE,ChIJycC7py6FzoYRuJ6QwJqyxPU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:43.179941
RINCON DEL RAQUET RESIDENCIAL,29.0867188,-110.9839139,"Rincón del Raquet, 83200 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ7WyxKRKEzoYR7rlTJO3RAWk,route,2025-11-05T23:18:43.548808
RINCONADA DE LA CRUZ,29.0863032,-110.9307319,"Rinconada de la Cruz, Hermosillo, Son., Mexico",APPROXIMATE,ChIJParU8b6FzoYR5PcEjfJLOqI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:43.917585
RIO DE LA PLATA RESIDENCIAL,29.0190802,-110.9105108,"De La Plata, Parque Industrial, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQyQoUK6azoYRrTnd6fK--Ac,route,2025-11-05T23:18:44.291379
RIO GRANDE,29.0644973,-110.9741348,"Rio Grande, 83288 Hermosillo, Son., Mexico",APPROXIMATE,ChIJsxH6Hl6EzoYREJ7WczMjj6o,"political, sublocality, sublocality_level_1",2025-11-05T23:18:44.647836
RIVELLO RESIDENCIAL,29.071002,-111.0336816,"Paseo de las Rivieras, Blvd. Luis Donaldo Colosio Murrieta, Poniente, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJrR-n0seDzoYR4jt8WuyWpng,"establishment, point_of_interest",2025-11-05T23:18:45.005009
ROMANZA RESIDENCIAL,29.1550849,-111.0035675,"Residencial Romanza, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJAxu4DdKAzoYRjNSn5zM3eJs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:45.358694
SACRAMENTO RESIDENCIAL,29.12058459999999,-110.9514087,"Sacramento, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfSt-QoiGzoYRv2FmVeNWQKE,"political, sublocality, sublocality_level_1",2025-11-05T23:18:45.706023
SAHUARO,29.1086645,-111.011764,"Sahuaro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJOxQ-OkWBzoYRMUNbh8d4j7A,"political, sublocality, sublocality_level_1",2025-11-05T23:18:46.036439
SAHUARO FINAL,29.1207057,-111.0166074,"Sahuaro Final, Hermosillo, Son., Mexico",APPROXIMATE,ChIJJVuTC0CBzoYRmPSF2e04XSM,"political, sublocality, sublocality_level_1",2025-11-05T23:18:46.377305
SAHUARO INDECO,29.1019568,-110.9976064,"Sahuaro Indeco, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0-2vFgCEzoYRviMH7GaDYZ0,"political, sublocality, sublocality_level_1",2025-11-05T23:18:46.735862
SALAMANCA,29.096049,-110.9217936,"Salamanca, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ-bTmQumFzoYRfu8RRL7bZxU,route,2025-11-05T23:18:47.092699
SALVATIERRA RESIDENCIAL,29.0835336,-111.01698,"Residencial Salvatierra, 83224 Hermosillo, Son., Mexico",APPROXIMATE,ChIJmQDwKOmDzoYRKJjp6QpSlHk,"political, sublocality, sublocality_level_1",2025-11-05T23:18:47.442660
SAN ANDRES RESIDENCIAL,29.0902959,-111.0063617,"C. Quintero Arce 251, 83240 Hermosillo, Son., Mexico",ROOFTOP,ChIJq6qqQ_qDzoYRoIDW-lf0_o0,"establishment, point_of_interest",2025-11-05T23:18:47.804704
SAN ANGEL,29.0570286,-110.9752525,"San Angel, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFbSCM4uEzoYRwhrjbfsVRHw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:48.163826
SAN BENITO,29.0926081,-110.9655659,"San Benito, 83190 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM3NfzjqEzoYRVsxqcJrQ2AU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:48.529096
SAN BERNARDINO,29.1155089,-111.0017046,"San Bernardino, Hermosillo, Son., Mexico",APPROXIMATE,ChIJB4uaXkyBzoYRIl71VbhTmn0,"political, sublocality, sublocality_level_1",2025-11-05T23:18:48.880536
SAN BOSCO,29.1210728,-111.0314203,"Av. San Bosco, San Bosco I y II Etapa, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJD5lFURKBzoYRehN2qa_wXu8,route,2025-11-05T23:18:49.238616
SAN CARLOS RESIDENCIAL,29.1239018,-111.0157947,"San Carlos, Dunas, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ33O6JDmBzoYRqzEXAI_b6LQ,route,2025-11-05T23:18:49.611144
SAN FRANCISCO,29.1209179,-111.0259217,"San Francisco, Hermosillo, Son., Mexico",APPROXIMATE,ChIJw3PI_BSBzoYRspm5H6TSsgA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:49.978841
SAN FRANCISCO VALLE RESIDENCIAL,29.0509487,-111.0168276,"Boulevard Antonio Quiroga y San Francisco, Valle Residencial, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9VVrIWSDzoYRQeGdGJ2YuJw,"establishment, general_contractor, point_of_interest",2025-11-05T23:18:50.336267
SAN GERMAN,29.1633345,-111.015676,"San German, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5zmeSseAzoYRX8GmPctjX3U,"political, sublocality, sublocality_level_1",2025-11-05T23:18:50.692510
SAN ISIDRO,29.0970364,-111.0128817,"San Isidro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ2SgX8-KDzoYREE145ZsE_Ec,"political, sublocality, sublocality_level_1",2025-11-05T23:18:51.059760
SAN JAVIER,29.1197424,-110.992763,"San Javier, Hermosillo, Son., Mexico",APPROXIMATE,ChIJE1a7FLSGzoYRsFcqDKnwI4E,"political, sublocality, sublocality_level_1",2025-11-05T23:18:51.416033
SAN JERONIMO,29.0853111,-111.01945,"San Alejo, Residencial Los Santos, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJd1ZYYOiDzoYRjfpBUHSIoX0,route,2025-11-05T23:18:51.773121
SAN JOSE DE LAS MINITAS,29.0431685,-110.9879197,"San JOSE DE LAS MINITAS, Hermosillo, Son., Mexico",APPROXIMATE,ChIJEVfxoJ6EzoYR73IE7wzPIIU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:52.137014
SAN JUAN,29.07370749999999,-110.9409771,"San Juan, Hermosillo, Son., Mexico",APPROXIMATE,ChIJMWhT8q6FzoYRvP8zghDJLhI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:52.479798
SAN JUDAS TADEO,29.0564771,-111.0012547,"San Judas Tadeo, Secc las Placitas, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJvTEzK4CDzoYRD8_fv9pWnKw,route,2025-11-05T23:18:52.849763
SAN LORENZO,29.1333007,-110.9597187,"San Lorenzo, Valle Santa Monica, 83104 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJP43nTvKGzoYRIdrau3c51OU,route,2025-11-05T23:18:53.178328
SAN LUIS,29.1000559,-110.9283103,"San Luis, Hermosillo, Son., Mexico",APPROXIMATE,ChIJP6pZ8ueFzoYRA_Qnlnr2i8s,"political, sublocality, sublocality_level_1",2025-11-05T23:18:53.530205
SAN LUIS REY,29.1502399,-110.9737622,"San Luis Rey, Hermosillo, Son., Mexico",APPROXIMATE,ChIJUU4G5R-HzoYR-Yoodiyze3g,"political, sublocality, sublocality_level_1",2025-11-05T23:18:53.892166
SAN MARCOS,28.8715566,-111.6701145,"83333 San Marcos, Son., Mexico",APPROXIMATE,ChIJY54uVhYMzIYRfT6NL6MyzT8,"locality, political",2025-11-05T23:18:54.233314
SAN PABLO,29.06086329999999,-110.9612815,"San Pablo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJrQTiR_iEzoYR4k3pia0dsGo,"political, sublocality, sublocality_level_1",2025-11-05T23:18:54.576795
SAN RAFAEL,28.5570369,-111.7468191,"83317 San Rafael, Son., Mexico",APPROXIMATE,ChIJxeR1ypdkzIYRpPCsH5DvJD4,"locality, political",2025-11-05T23:18:54.933389
SAN SEBASTIAN,29.1504187,-110.9875471,"San Sebastian, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJOyAMhiiHzoYRNcDKExp2DkQ,"political, sublocality, sublocality_level_1",2025-11-05T23:18:55.285964
SANTA ANITA RESIDENCIAL,29.0090394,-110.9711969,"Blvd. Musaro S/N, Santa anita, 83284 Hermosillo, Son., Mexico",ROOFTOP,ChIJVSfqoTabzoYREm7s4kwOrkc,"establishment, point_of_interest, real_estate_agency",2025-11-05T23:18:55.642710
SANTA BARBARA,29.15448,-110.9711543,"Santa Barbara, 83114 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ730I3h6HzoYRSLNVtStB3ug,"political, sublocality, sublocality_level_1",2025-11-05T23:18:55.989955
SANTA BARBARA DE LA BASILICA,29.1505265,-110.9677854,"Santa Bárbara Park, De La Basilica, Santa Barbara, 83114 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJvadoeACHzoYRGVVNKrKQgK8,"establishment, park, point_of_interest",2025-11-05T23:18:56.368416
SANTA BARBARA DE LA MISION,29.1478214,-110.9864643,"P.º de La Espiga, Hacienda, 83105 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJzwLx_ieHzoYRBOWUD6mUlec,route,2025-11-05T23:18:56.742821
SANTA BARBARA DEL MIRADOR,29.1313795,-111.0173149,"Del Mirador, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ8ZmvTCOBzoYRuJ3LVVPIPjk,route,2025-11-05T23:18:57.111579
SANTA CLARA,29.0154932,-110.9681738,"Santa Clara, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJN3jIZDObzoYR4CLRMI7a0Vc,"political, sublocality, sublocality_level_1",2025-11-05T23:18:57.466578
SANTA CRUZ,29.0843833,-110.9301026,"De la Sta. Cruz, El Ranchito, 83050 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJYxQVKryFzoYRXUmFTD8tKMg,route,2025-11-05T23:18:57.815203
SANTA ENGRACIA PRIVADA RESIDENCIAL,29.0846648,-111.0215633,"Sta. Engracia, Residencial Los Santos, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ0QjsPOiDzoYRLC_BFH2ggf4,route,2025-11-05T23:18:58.175015
SANTA FE,29.0865211,-110.990155,"Santa Fe, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJa5QGyw6EzoYRffBZv0518Hw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:58.510348
SANTA ISABEL,29.1180184,-110.984194,"Santa Isabel, Hermosillo, Son., Mexico",APPROXIMATE,ChIJK_9FPLqGzoYR1y1VGNCRGNU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:58.862944
SANTA LUCIA,29.114859,-110.9439576,"Santa Lucia, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJIwfSQ3mGzoYRZUlFEUBGlDY,"political, sublocality, sublocality_level_1",2025-11-05T23:18:59.211911
