COLONIA,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
VILLA DE LOS CORCELES SECC. ARDENES,29.075385,-111.0235266,"C. Rtno Ardenes, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9Y0xcsCDzoYRoohzOcKc48A,route,2025-11-05T17:44:01.264910
VILLA DE LOS CORCELES SECC. BRAVANTE,29.0791399,-111.0279407,"Cda. Rtno Bravante, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJr26aNcGDzoYR42CUY7h5z1s,route,2025-11-05T17:44:01.656301
VILLA DE LOS SAUCES,29.0755457,-110.9307319,"Los Sauces, 83068 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiRbNpqOFzoYRFvN9OLxxgzA,"political, sublocality, sublocality_level_1",2025-11-05T17:44:02.010665
VILLA DE PARRAS,29.0836051,-111.0080383,"Villa de Parras, Hermosillo, Son., Mexico",APPROXIMATE,ChIJyTdbnPGDzoYRR7PHro_Wvsg,"political, sublocality, sublocality_level_1",2025-11-05T17:44:02.385112
VILLA DE SAN LORENZO,29.1516749,-111.0066098,"C. Villa de San Lorenzo, Privadas del Bosque, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJu_A8HdGAzoYRtlM3FU15lWQ,route,2025-11-05T17:44:02.757028
VILLA DE SANTA MONICA,29.1482928,-110.9585262,"Sta. Monica, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EiVTdGEuIE1vbmljYSwgSGVybW9zaWxsbywgU29uLiwgTWV4aWNvIi4qLAoUChIJFRr5EAKHzoYRbUJ9EFCrrTsSFAoSCeWu33pohM6GEfl_iOmVUz2z,route,2025-11-05T17:44:03.123134
VILLA DE SERIS,29.0591228,-110.9581147,"Villa de Seris, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41V41fuEzoYRRz2mzIBp-0A,"political, sublocality, sublocality_level_1",2025-11-05T17:44:03.485041
VILLA DE SERIS NORTE,29.0591228,-110.9581147,"Villa de Seris, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41V41fuEzoYRRz2mzIBp-0A,"political, sublocality, sublocality_level_1",2025-11-05T17:44:03.850701
VILLA DE SERIS SUR,29.0591228,-110.9581147,"Villa de Seris, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41V41fuEzoYRRz2mzIBp-0A,"political, sublocality, sublocality_level_1",2025-11-05T17:44:04.214463
VILLA DEL COLORADO,29.14971809999999,-111.0336658,"Blvd. Parque Central, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJUxo8ddiBzoYR_KepOn0V56Y,"establishment, point_of_interest",2025-11-05T17:44:04.587032
VILLA DEL LAGO,29.061954,-110.9635927,"Villa del Lago, Las Villas, 83289 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJJbZi5PeEzoYR6o9qmbcIsdI,route,2025-11-05T17:44:04.953034
VILLA DEL PITIC,29.0762296,-110.9361339,"Villa del Pitic, Hermosillo, Son., Mexico",APPROXIMATE,ChIJK9diF6WFzoYR3NGIpEnwA6U,"political, sublocality, sublocality_level_1",2025-11-05T17:44:05.326342
VILLA DEL PRADO,29.043897,-110.9961623,"San José de Moradillas, Las Minitas, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJjbbfOziFzoYRCI213GFEwOg,"establishment, point_of_interest",2025-11-05T17:44:05.713179
VILLA DEL REAL,29.1465304,-111.0177251,"Villa del Real, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5bydSdmAzoYRdBITB-r9qcQ,"political, sublocality, sublocality_level_1",2025-11-05T17:44:06.080677
VILLA DEL REY,29.142138,-110.9713406,"Villa del Rey, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJJzL_--aGzoYRH75QAZHWIUg,"political, sublocality, sublocality_level_1",2025-11-05T17:44:06.461048
VILLA DEL REY SECCION CASTAÑOS,29.1516861,-110.9771425,"Villa del Rey, 83105 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJTWCkSyCHzoYRNdbYyXPk50A,route,2025-11-05T17:44:06.853414
VILLA DEL SOL,29.0610439,-110.9632741,"Villa del Sol, Las Villas, 83289 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJufOUjfeEzoYRhaTV89wKNpc,route,2025-11-05T17:44:07.231527
VILLA DEL SUR,29.0160448,-110.9797232,"Villas del Sur, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJmxFC40qbzoYRe1uYuL_FogA,"political, sublocality, sublocality_level_1",2025-11-05T17:44:07.575216
VILLA DORADA,29.1526067,-110.9741348,"Villa Dorada, Hermosillo, Son., Mexico",APPROXIMATE,ChIJpfhFeB-HzoYRzIUkbo51qXE,"political, sublocality, sublocality_level_1",2025-11-05T17:44:07.934013
VILLA FLORENCIA,29.0736977,-110.9847529,"Villa Florencia, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFd3oRm6EzoYRT8L_IvYfmfA,"political, sublocality, sublocality_level_1",2025-11-05T17:44:08.298064
VILLA FONTANA,29.1157199,-110.9958508,"Villa Fontana, Villafontana, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJc8WtA7OGzoYRXGqS9I0URsE,route,2025-11-05T17:44:08.674266
VILLA FRESNOS,28.9984473,-110.9180346,"Los Fresnos, 83297 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqzN_2ZaazoYR1EWytwLkwlA,route,2025-11-05T17:44:09.031704
VILLA GUADALUPE,29.1427748,-110.9748799,"Villa Guadalupe, Hermosillo, Son., Mexico",APPROXIMATE,ChIJI7meX-eGzoYR83twUxhoc7I,"political, sublocality, sublocality_level_1",2025-11-05T17:44:09.396039
VILLA HERMOSA,29.03775,-110.9700366,"Villa Hermosa, 83280 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM9gk0sOEzoYRdWZ1-hpirws,"political, sublocality, sublocality_level_1",2025-11-05T17:44:09.773694
VILLA HIDALGO,29.1303802,-110.9694568,"Villa Hidalgo y o Oputo, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJAyWI9OqGzoYR4CaZ0HlcDNo,route,2025-11-05T17:44:10.154281
VILLA LOURDES,29.0632925,-111.0136988,"Villa Lourdes Park, Valle de Lorca 33, Villa Bonita Residencial, 83288 Hermosillo, Son., Mexico",ROOFTOP,ChIJfVJEXbODzoYR6wgV9r5fCNc,"establishment, park, point_of_interest",2025-11-05T17:44:10.520821
VILLA MERCEDES,29.1107631,-111.0307651,"Villa Mercedes, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJEyqz8W6BzoYRfwK-zjYKL-c,"political, sublocality, sublocality_level_1",2025-11-05T17:44:10.893145
VILLA MERLOT RESIDENCIAL,29.1358427,-111.0197014,"Villa Merlot Residencial, Lote Baldio, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJrdgjNiKBzoYR-urBLvD6ZCo,"neighborhood, political",2025-11-05T17:44:11.252531
VILLA REAL,29.1533264,-110.9756318,"Av. Villa del Real, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJswv1wSGHzoYRMaf2Dt1d8pM,route,2025-11-05T17:44:11.624009
VILLA RESIDENCIAL,29.1541584,-110.9752525,"Villas Residencial, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcYsh8SGHzoYReqs6yuLJLrs,"political, sublocality, sublocality_level_1",2025-11-05T17:44:12.005698
VILLA RESIDENCIAL BONITA ETAPA I AL XII,29.0619751,-111.0087834,"Villa Bonita, 83288 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJCaGCOoSDzoYR3XoVJnzlbtk,"political, sublocality, sublocality_level_1",2025-11-05T17:44:12.380600
"VILLA RESIDENCIAL BONITA IX,X,XI Y XII",29.118206,-110.9674848,"Av. 12, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJx3G8lpCGzoYRdApTenNE5cc,route,2025-11-05T17:44:12.785021
VILLA RESIDENCIAL MILAN,29.15552409999999,-110.9743211,"Milan, 83114 Hermosillo, Son., Mexico",APPROXIMATE,ChIJWyncqBiHzoYRAnDnGrFDShU,"political, sublocality, sublocality_level_1",2025-11-05T17:44:13.154797
VILLA RESIDENCIAL VILLA BONITA,29.0538555,-110.9763446,"Cjon. Francisco Villa, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJd14qkYyEzoYR6ttuJLclQzU,route,2025-11-05T17:44:13.542499
VILLA ROMANZA RESIDENCIAL,29.155578,-110.9982904,"Av. Villas de Romanza, Fraccionamiento Villas de Romanza, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJaxCctNKAzoYRkrJf7Nqjcv8,route,2025-11-05T17:44:13.930228
VILLA SATÉLITE,29.0879782,-110.9812135,"Villa Satelite, 83200 Hermosillo, Son., Mexico",APPROXIMATE,ChIJZTL-qxaEzoYRyR504dGsneU,"political, sublocality, sublocality_level_1",2025-11-05T17:44:14.288434
VILLA SAUCES,29.126625,-111.0207057,"Villa Sauces, 83179 Hermosillo, Son., Mexico",APPROXIMATE,ChIJbbt9xz6BzoYRhPQhwW1a9tQ,"political, sublocality, sublocality_level_1",2025-11-05T17:44:14.640078
VILLA SOL,29.0610439,-110.9632741,"Villa del Sol, Las Villas, 83289 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJufOUjfeEzoYRhaTV89wKNpc,route,2025-11-05T17:44:14.990861
VILLA SONORA,29.1401138,-110.9678013,"Villa Sonora, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7YX6CuaGzoYRD3wJIvMMX3Q,"political, sublocality, sublocality_level_1",2025-11-05T17:44:15.362663
VILLA SUREÑA,29.0457644,-110.9773016,"Villa Sureña, 83280 Hermosillo, Son., Mexico",APPROXIMATE,ChIJdWcRB5OEzoYRKZJ3sJHCC4Y,"political, sublocality, sublocality_level_1",2025-11-05T17:44:15.725457
VILLA TOLEDO,29.1166768,-110.9434752,"Toledo, Santa Lucia, 83145 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ3TPf5XuGzoYRdMiPtQNns6Q,route,2025-11-05T17:44:16.107354
VILLA TOSCANA,29.083365,-111.0340969,"Av Villa Toscana, Villas del Mediterraneo, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJvy0D-M-DzoYRhUp3hutquo0,route,2025-11-05T17:44:16.474615
VILLA VERDE,29.1667617,-111.01698,"Villa Verde, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJrS1DGL-AzoYRQ-m9kYaqoAg,"political, sublocality, sublocality_level_1",2025-11-05T17:44:16.838548
VILLA VERDE 5TA ETAPA,29.1727278,-111.0202497,"La Quinta, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJbZOTCL2AzoYRvBpiUgPiATo,route,2025-11-05T17:44:17.219467
VILLAS DE COLORADA,29.1338391,-110.976051,"Av. La Colorada, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJUYJzOMKGzoYROxds56kE_aA,route,2025-11-05T17:44:17.594854
VILLAS DE CORTEZ,29.1502476,-110.9751128,"Villa de Cortes, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJYw6uECCHzoYR-I9d3PH62CY,route,2025-11-05T17:44:17.973902
VILLAS DE SAN LORENZO,29.1524176,-111.0053107,"Villas de san lorenzo, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJU9HHbACBzoYR36vV-tVkHRE,"establishment, point_of_interest",2025-11-05T17:44:18.347793
VILLAS DE TURIN,29.0907219,-111.0117182,"Torino, 83210 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJySvb3-SDzoYR8RUNFKdqS6Y,route,2025-11-05T17:44:18.725157
VILLAS DEL CENTENARIO,29.075294,-110.9610952,"El Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ3VDpdUWEzoYRupyapkbnVic,"political, sublocality, sublocality_level_1",2025-11-05T17:44:19.087915
VILLAS DEL CERRO COLORADO,29.1223878,-111.005244,"Cerro Colorado, Hermosillo, Son., Mexico",APPROXIMATE,ChIJR-mbHTaBzoYREvGXEtFa6-o,"political, sublocality, sublocality_level_1",2025-11-05T17:44:19.454719
VILLAS DEL CORTES,29.1460783,-110.9737622,"Villa del Cortes, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5xdrKt6GzoYRz51S4aCNIgs,"political, sublocality, sublocality_level_1",2025-11-05T17:44:19.818429
VILLAS DEL CORTIJO,29.1425034,-110.9871745,"Villas del Cortijo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJV8kFQ9eGzoYRyiCGsa0K6vE,"political, sublocality, sublocality_level_1",2025-11-05T17:44:20.197532
"VILLAS DEL MEDITERRÁNEO ETAPA II, III",29.0833884,-111.0348634,"Villas del Mediterraneo, La Manga, 83320 Hermosillo, Son., Mexico",APPROXIMATE,ChIJx-sS-8-DzoYRsVtrVxD4i7o,"neighborhood, political",2025-11-05T17:44:20.580748
VILLAS DEL PALMAR,29.150898,-110.978233,"Villa del Palmar, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJB_NP8iCHzoYRb1m6TN-JXF0,"political, sublocality, sublocality_level_1",2025-11-05T17:44:20.957780
VILLAS DEL SERI,29.0591228,-110.9581147,"Villa de Seris, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41V41fuEzoYRRz2mzIBp-0A,"political, sublocality, sublocality_level_1",2025-11-05T17:44:21.308715
VILLAS DEL SUR CERRADA VILLLA GUADALUPE,29.0160448,-110.9797232,"Villas del Sur, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJmxFC40qbzoYRe1uYuL_FogA,"political, sublocality, sublocality_level_1",2025-11-05T17:44:21.721303
VILLASUREÑA,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:44:22.074375
VIRREYES,29.12578499999999,-110.9961161,"Virreyes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ86UL-sqGzoYRP1cZ8TIeid4,"political, sublocality, sublocality_level_1",2025-11-05T17:44:22.442696
VISTA BELLA,29.116188,-110.9890374,"Bella Vista, Hermosillo, Son., Mexico",APPROXIMATE,ChIJffWqSLCGzoYRV_T9KB4zeNw,"political, sublocality, sublocality_level_1",2025-11-05T17:44:22.805681
VISTA DEL LAGO,29.0763196,-110.9982607,"P.º Vista del Lago, Los Portales, 83247 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJB0RbfnWEzoYRSlHNRr6KTBE,route,2025-11-05T17:44:23.176261
VISTA DEL SOL,29.1236576,-110.9535762,"Vista del Sol, 83145 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJgVkUC4mGzoYR-JjJZNGpefo,route,2025-11-05T17:44:23.556434
VISTA HERMOSA,29.0332917,-110.9661259,"Vista Hermosa, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ-6Va3sGEzoYRl9Xu694BlPI,route,2025-11-05T17:44:23.930938
VISTA REAL,28.9938175,-110.9424781,"Vista Real, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJn8G1LuSazoYRZI7h7e2QHPA,"political, sublocality, sublocality_level_1",2025-11-05T17:44:24.267766
VISTAS,29.1436663,-110.9542275,"De Las Vistas, 83104 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJgY06TfiGzoYRbibpMX8f4iA,route,2025-11-05T17:44:24.640008
VIÑEDOS,29.1177044,-110.9946258,"Los Viñedos, Hermosillo, Son., Mexico",APPROXIMATE,ChIJVwf_4bOGzoYRNmO8ZV6wWrU,"political, sublocality, sublocality_level_1",2025-11-05T17:44:24.981188
VOLLAS DE ROMANZA,29.1554076,-110.9994692,"Fraccionamiento Villas de Romanza, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJWUeVvtKAzoYRLBB7MaTdCdo,"political, sublocality, sublocality_level_1",2025-11-05T17:44:25.343504
Y GRIEGA,29.0346198,-110.9551343,"Y Griega, Hermosillo, Son., Mexico",APPROXIMATE,ChIJbQW0-diEzoYRiF6L8fY6jy4,"political, sublocality, sublocality_level_1",2025-11-05T17:44:25.710897
YANITO,29.1033819,-111.0218193,"El Llanito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5QNNul2BzoYRSiIXGkanMZQ,"political, sublocality, sublocality_level_1",2025-11-05T17:44:26.060509
ZASAFRAS RESIDENCIAL,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:44:26.437241
ZONA INDUSTRIAL,29.1479066,-111.0050577,"Zona Industrial, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ65HMj9aAzoYRMRNGKz6ollo,"political, sublocality, sublocality_level_1",2025-11-05T17:44:26.809131
ZONA MILITAR CUARTEL XV,29.1193521,-110.9461929,"Zona Militar, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcc9bjnyGzoYRh2UUibl3CoU,"political, sublocality, sublocality_level_1",2025-11-05T17:44:27.197498
ÁLVARO OBREGÓN,29.1073492,-111.0028223,"Alvaro Obregon, Hermosillo, Son., Mexico",APPROXIMATE,ChIJWQElM1KBzoYR6y9NWPBveQc,"political, sublocality, sublocality_level_1",2025-11-05T17:44:27.582745
20 DE NOVIEMBRE,29.0925789,-110.9432504,"20 de Noviembre, 83010 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9dnRO8mFzoYRJW2inKTV3bU,route,2025-11-10T22:17:32.370700
20 DE NOVIEMBRE TRES,29.0925789,-110.9432504,"20 de Noviembre, 83010 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9dnRO8mFzoYRJW2inKTV3bU,route,2025-11-10T22:17:32.801322
4 OLIVOS,29.0189966,-110.9081029,"De Los Olivos 4, Parque Industrial, 83299 Hermosillo, Son., Mexico",ROOFTOP,ChIJjxh4JqmazoYRgA7VPwnmhok,"street_address, subpremise",2025-11-10T22:17:33.172787
4 VIENTOS [RANCHO],29.0274504,-110.9732188,"Del Rancho, Hacienda Los Alcatraces, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJwbERDMiEzoYR2r4akubm5iY,route,2025-11-10T22:17:33.556469
5 HERMANOS (ROBERTO SESMA),29.1375857,-110.9640302,"C. Israel González 114A, Insurgentes, 83106 Hermosillo, Son., Mexico",ROOFTOP,ChIJy1UDyu-GzoYRmwyUCxYcqyw,"convenience_store, establishment, food, point_of_interest, store",2025-11-10T22:17:33.957918
ACACIAS RESIDENCIAL,29.1233381,-111.0596098,"Acacia Colorada 19, Acacia Residencial, 83177 Hermosillo, Son., Mexico",ROOFTOP,ChIJMa7z9HqBzoYRoRc40Is6pqQ,"establishment, point_of_interest, real_estate_agency",2025-11-10T22:17:34.313186
ADOLFO LOPEZ MATEOS (LOS OLIVOS),29.0287101,-110.9710802,"Adolfo López Mateos, Adolfo Lopez Mateos, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJxXSdMcaEzoYR12QT0dPfg60,route,2025-11-10T22:17:34.681105
ADOLFO LOPEZ MATEOS III ETAPA,29.0287101,-110.9710802,"Adolfo López Mateos, Adolfo Lopez Mateos, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJxXSdMcaEzoYR12QT0dPfg60,route,2025-11-10T22:17:35.061521
ADOLFO LOPEZ MATEOS IV,29.0287101,-110.9710802,"Adolfo López Mateos, Adolfo Lopez Mateos, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJxXSdMcaEzoYR12QT0dPfg60,route,2025-11-10T22:17:35.452099
AGUAYO PORCHAS,28.8427528,-111.4849735,"Aguayo Porchas, Miguel Alemán, Son., Mexico",APPROXIMATE,ChIJf_IGLK1AzIYRB4CVZK_xD3Y,"political, sublocality, sublocality_level_1",2025-11-10T22:17:35.860178
AGUAZARCA,29.1001996,-110.9822898,"Agua Zarca, Olivares, 83180 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJMQfvRRyEzoYRdG6qZ12b5EE,route,2025-11-10T22:17:36.199849
ALAMO RESIDENCIAL,29.0885192,-110.9910709,"Pasamonte 69, Santa Fe, 83130 Hermosillo, Son., Mexico",ROOFTOP,ChIJXTHMKZCFzoYR7cNoaZBqKHM,"establishment, general_contractor, point_of_interest",2025-11-10T22:17:36.545736
ALCALA,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-10T22:17:36.885954
ALCATRAZ,29.1254688,-110.9882909,"Av. Miguel Negrete 568, Benito Juárez, 83110 Hermosillo, Son., Mexico",ROOFTOP,ChIJeelzaoyHzoYRyx6AbcBlSos,"establishment, florist, point_of_interest, store",2025-11-10T22:17:37.239541
ALEGRANZA,29.0565407,-111.0124,"Alegranza, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJY1wqBp2DzoYRXZDvoMnEFos,route,2025-11-10T22:17:37.660026
ALEJANDRO CARRILLO MARCOR,28.9123361,-111.3329426,"83325 Alejandro Carrillo Marcor, Sonora, Mexico",APPROXIMATE,ChIJb3qru6o7zIYRJfV4W3vH5Lc,"locality, political",2025-11-10T22:17:38.043198
ALEMANIA,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-10T22:17:38.375620
ALFONSO PERALTA,29.0656981,-110.9578876,"Angela Peralta & C. Alfonso Durazo A., Villa de Seris, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ElVBbmdlbGEgUGVyYWx0YSAmIEMuIEFsZm9uc28gRHVyYXpvIEEuLCBWaWxsYSBkZSBTZXJpcywgODMyODAgSGVybW9zaWxsbywgU29uLiwgTWV4aWNvImYiZAoUChIJh8XaZlaEzoYRyW_Q4ihjVFMSFAoSCYfF2mZWhM6GEclv0OIoY1RTGhQKEgkfpJhyVoTOhhHOZPhp2UW1jxoUChIJHZTDn_iEzoYRFaKJ8YtljTYiCg3VElMRFYQr3b0,intersection,2025-11-10T22:17:38.731840
ALTA CALIFORNIA,29.0873094,-111.0002143,"Alta California, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiXAFtfeDzoYRCL7TKEVKyBA,"neighborhood, political",2025-11-10T22:17:39.134596
ALTA MONACO,29.06792219999999,-110.9777979,"C. Olivares, Jardines de Monaco, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJU7uLzdiFzoYRUuLQAUlqfMc,"establishment, point_of_interest",2025-11-10T22:17:39.482709
ALTA RIVERA,29.0789519,-111.0328719,"Boulevard Colosio y Paseo de las Rivieras, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDWs8IJODzoYRpS5K8K_iiOI,"establishment, point_of_interest",2025-11-10T22:17:39.907511
ALTAFIRENZE RESIDENCIAL,29.1363856,-110.9588024,"Sta. Monica SN-S CFE, Valle Santa Monica, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJB7wX1vOGzoYRdazHqoS8mds,"establishment, point_of_interest",2025-11-10T22:17:40.234929
ALTARES AMANECERES,29.0775005,-110.9788339,"Amanecer, 83250 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJzQJDwmuEzoYRupzxMwTT8u8,route,2025-11-10T22:17:40.588122
ALTARES CUARTA ETAPA,29.0448289,-110.9719547,"Cuarta, Palo Verde, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHSQPYuyEzoYRwS_chvs3gDY,route,2025-11-10T22:17:40.942338
ALTOZANO,29.0660241,-111.0686278,"Lago Altozano, Blvd. Luis Donaldo Colosio Murrieta esq, Fraccionamiento Altozano, 83230 Hermosillo, Son., Mexico",ROOFTOP,ChIJCWScOPKDzoYR7ms45KTO9pE,"establishment, park, point_of_interest",2025-11-10T22:17:41.278477
ALVARO OBREGON,29.1073492,-111.0028223,"Alvaro Obregon, Hermosillo, Son., Mexico",APPROXIMATE,ChIJWQElM1KBzoYR6y9NWPBveQc,"political, sublocality, sublocality_level_1",2025-11-10T22:17:41.642458
AMPLIACION 4 DE MARZO,29.1512404,-110.9931356,"4 de Marzo, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ28z4-yuHzoYRIjmkEyTvmRM,"political, sublocality, sublocality_level_1",2025-11-10T22:17:42.000441
AMPLIACION ALCATRACES,29.1266558,-111.0123097,"Alcatraces, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ7SZJJTqBzoYR0bY3gavaZDE,route,2025-11-10T22:17:42.379796
AMPLIACION EL MIRADOR,29.1308698,-111.0210586,"Av. Tezal, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ2VIDrSKBzoYRqKUiIF21NCc,route,2025-11-10T22:17:42.728240
AMPLIACION LADRILLERAS,29.1502671,-110.9990966,"Las Ladrilleras, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJuyOVrdSAzoYR52zx6atKAHQ,"political, sublocality, sublocality_level_1",2025-11-10T22:17:43.081408
AMPLIACION LOS OLIVOS,29.0329061,-110.972934,"Los Olivos, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJk3e6NceEzoYRh7tIsqcfDms,"political, sublocality, sublocality_level_1",2025-11-10T22:17:43.424654
AMPLIACION SAHUARO,29.1142105,-111.0085971,"Ampliacion Sahuaro, 83178 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFSC0E0-BzoYR3JnMW2L7Hjg,"political, sublocality, sublocality_level_1",2025-11-10T22:17:43.778884
ANDALUCIA,29.065955,-110.9823614,"Andalucía, Asturias Residencial, Marsella Residencial, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ0-rvZmSEzoYRztNeBIG-JOk,route,2025-11-10T22:17:44.132645
ANGELES,29.0758765,-110.9816172,"Los Ángeles, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDbmDHWyEzoYRhx8Z_K0kfXM,route,2025-11-10T22:17:44.515756
ANTONIO MENDEZ,28.8458839,-111.4890724,"Antonio Mendez, Miguel Alemán, Son., Mexico",APPROXIMATE,ChIJucPtrU1HzIYRG3yVkHnGiT0,"political, sublocality, sublocality_level_1",2025-11-10T22:17:44.861806
APOLO (LOCALIDAD RURAL),29.1170132,-110.9648208,"Apolo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJp9BgoJqGzoYRDPSEP5ZVGjg,"political, sublocality, sublocality_level_1",2025-11-10T22:17:45.200198
AQUA KINO,28.8380336,-111.3974838,"Carr. Hermosillo Bahía Kino km 54.5, 83334 Son., Mexico",ROOFTOP,ChIJDUpF-v8_zIYR6bAhQ6A1h-s,"establishment, point_of_interest",2025-11-10T22:17:45.548255
AQUILES SERDAN (SANTA INES),29.122706,-111.0258857,"Sta. Inés, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJgZXJOhSBzoYRLU5tJ7T4aS8,route,2025-11-10T22:17:45.915442
ARANDANOS,29.1455359,-111.0113343,"Arándanos, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ7bKwO9iAzoYRV6hNDxvG9bs,route,2025-11-10T22:17:46.252408
