COLONIA,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
FRANCISCO EUSEBIO KINO,29.0977766,-110.9509543,"Francisco Eusebio Kino, Centro, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJVauJUc6FzoYRcs7womqv22Q,route,2025-11-10T22:19:17.634584
FRANSICO ROMERO,29.039348,-110.9889223,"José María Romero & Francisco Badilla González, San JOSE DE LAS MINITAS, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EmpKb3PDqSBNYXLDrWEgUm9tZXJvICYgRnJhbmNpc2NvIEJhZGlsbGEgR29uesOhbGV6LCBTYW4gSk9TRSBERSBMQVMgTUlOSVRBUywgODMyODUgSGVybW9zaWxsbywgU29uLiwgTWV4aWNvImYiZAoUChIJF5DgrpmEzoYRz5EhhMmG0F8SFAoSCReQ4K6ZhM6GEc-RIYTJhtBfGhQKEgklgI3rmYTOhhHjMD3XizmeTRoUChIJSbxwZJmEzoYR4mJ9XUWliUQiCg2IDU8RFTlv2L0,intersection,2025-11-10T22:19:17.988821
FRUCTUOSO MENDEZ,29.1939142,-110.7472614,"83303 Fructuoso Méndez, Son., Mexico",APPROXIMATE,ChIJ3apFxeSKzoYRhZQv7JT9iBo,"locality, political",2025-11-10T22:19:18.325914
FUENTE  DE PIEDRA,29.1531307,-111.0290135,"Fuente de Piedra, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ6cCnNe-AzoYRID5GtHOcWW8,route,2025-11-10T22:19:18.671038
FUENTES DEL MEZQUITAL,29.0729556,-110.9797232,"Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ96x24WiEzoYRaMb8VF4PYcc,"political, sublocality, sublocality_level_1",2025-11-10T22:19:19.001997
GABY PEREDA I,29.1009496,-110.9574108,"Av. Michoacan 98, Modelo, 83190 Hermosillo, Son., Mexico",ROOFTOP,ChIJw4T1NgCFzoYR1bw35AqQrtk,"establishment, point_of_interest, storage",2025-11-10T22:19:19.358428
GABY PEREDA II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-10T22:19:19.705077
GALA 2,29.0040354,-110.9189966,"Gala, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1VWYjL2azoYR6ppO6fi6lik,"political, sublocality, sublocality_level_1",2025-11-10T22:19:20.039826
GALA III,28.9940137,-110.9216095,"Igualamo 23, 83297 Hermosillo, Son., Mexico",ROOFTOP,ChIJV-hTRgCbzoYR91e_aaKmVDs,"establishment, point_of_interest",2025-11-10T22:19:20.392315
GANADERA CONTRERAS,28.9519332,-111.0761664,"83310 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJo3MmKZydzoYRncQ3VmcR1pA,"establishment, food, point_of_interest",2025-11-10T22:19:20.744042
GANADERA GAPA,29.1155089,-111.0017046,"San Bernardino, 83170 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ3R0GLgCBzoYRI9hH1n6KFiI,"establishment, point_of_interest",2025-11-10T22:19:21.101318
GRANJA GUADALUPE,29.0409552,-110.9637382,"Guadalupe, Palo Verde, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJBX9BEeiEzoYRzXFokWADxGM,route,2025-11-10T22:19:21.457235
GRANJA PECUARIA #7,29.13204199999999,-110.979573,"C. Arizona 406, Lomas de Madrid, 83113 Hermosillo, Son., Mexico",ROOFTOP,ChIJbdny4sOGzoYRRW9fpLo-IcQ,"establishment, point_of_interest",2025-11-10T22:19:21.820328
GRANJA SANTA RAQUEL,28.9899922,-111.1574791,"83323 Granja Santa Raquel, Sonora, Mexico",APPROXIMATE,ChIJAR6FRpwozIYRu-kKcYbmaME,"locality, political",2025-11-10T22:19:22.165301
GRANJAS,29.0750715,-110.9752525,"Las Granjas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJEVI0zGmEzoYRAPy5AHikGy8,"political, sublocality, sublocality_level_1",2025-11-10T22:19:22.497569
GUADALUPE VICTORIA,28.8429362,-111.4942892,"Guadalupe Victoria, 83347 Miguel Alemán, Son., Mexico",APPROXIMATE,ChIJ1yWaREtHzIYRoMTQmJUhGII,"political, sublocality, sublocality_level_1",2025-11-10T22:19:22.841328
GUERRERO,29.0859303,-110.9541281,"Guerrero, Centro, 83000 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE8uYd0qEzoYRZ4nCuHH79Mo,route,2025-11-10T22:19:23.191412
HACIENDA EL CERRITO,29.1361,-111.034,"Cto. de las Aceñas Pte. 28, Los girasoles, 83116 Hermosillo, Son., Mexico",ROOFTOP,ChIJRapPKgCBzoYR4fLrO0aJrOQ,"establishment, point_of_interest",2025-11-10T22:19:23.549252
HACIENDA LOS TESOROS [FRACCIONAMIENTO],29.12335599999999,-111.016625,"Km 28 Carretera a Bahia de Kino, Hermosillo, Sonora, Dunas, 83000 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJp-OT1j6BzoYR6-BIlZ8_1Io,"establishment, point_of_interest",2025-11-10T22:19:23.897688
HECTOR FRANCISCO ROMERO ETAPA II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-10T22:19:24.272804
HEMA-NOVINA,29.0411693,-110.9626917,"Novena, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQQ_cyemEzoYRtwaQR8J--mE,route,2025-11-10T22:19:24.622493
HERMOSILLO CENTRO,29.083816,-110.9528873,"Centro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcRemT0qEzoYRGKv6ZEMJUPg,"political, sublocality, sublocality_level_1",2025-11-10T22:19:24.978195
HIPICO,29.0770606,-111.0279608,"Blvd. Hípico, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJaVpwKMGDzoYRxRckOQZV3_Q,route,2025-11-10T22:19:25.309844
HOPE LAS BRISAS [CLINICA],29.1779646,-110.8611584,"Carretera a Ures KM 5 camino a, Rancho El Querreque, San Pedro El Saucito, 83305 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJYde_A1GIzoYRme4bPkCEfKY,"establishment, health, point_of_interest",2025-11-10T22:19:25.672180
HUMBERTO GUTIERREZ CORONA,29.1365031,-111.0493769,"83173 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJ095WMgCBzoYReMqHePDEuQk,"establishment, point_of_interest, school, secondary_school",2025-11-10T22:19:26.029395
INFONAVIT,29.0675019,-110.9583138,"Av Cultura Centro, Proyecto Rio Sonora Hermosillo XXI, 83280 Hermosillo, Son., Mexico",ROOFTOP,ChIJ4wEkRbWFzoYRTzDEhnVYUy8,"establishment, local_government_office, point_of_interest",2025-11-10T22:19:26.383924
INSURGENTES (MIGUEL ALEMAN),28.847803,-111.4879545,"Insurgentes, Miguel Alemán, Son., Mexico",APPROXIMATE,ChIJQbvOTFJHzIYRydIkLlVuhwQ,"political, sublocality, sublocality_level_1",2025-11-10T22:19:26.737689
INVASION EL MIRADOR,29.1308698,-111.0210586,"Av. Tezal, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ2VIDrSKBzoYRqKUiIF21NCc,route,2025-11-10T22:19:27.074007
IRRIGACION,29.0834767,-110.9257025,"Irrigacion, 83050 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1T3pF5aFzoYRFyxX9ky0V0E,"political, sublocality, sublocality_level_1",2025-11-10T22:19:27.412198
ISDAMAR,29.0947038,-110.9290536,"De La Rosa 14, Zona Industrial Ferrocarril, 83013 Hermosillo, Son., Mexico",ROOFTOP,ChIJ5_H1ENqAzoYRYc3VxUMnnKg,"establishment, general_contractor, point_of_interest",2025-11-10T22:19:27.770873
ISSSTESON CENTENARIO LUX,29.0746541,-110.9692915,"Isssteson Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJKcE_dEOEzoYR4kudaiJpOw8,"political, sublocality, sublocality_level_1",2025-11-10T22:19:28.123560
IXPALIA,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-10T22:19:28.454672
JACARANDAS,29.0719652,-110.9799045,"Jacarandas, Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHXROsWiEzoYR_ME2LC7MJ74,route,2025-11-10T22:19:28.806951
JACINTO LOPEZ (LA GALERA),29.1389852,-110.9789781,"Jacinto Lopez, Hermosillo, Son., Mexico",APPROXIMATE,ChIJj7fpvNyGzoYRRlcLjaOjkuI,"political, sublocality, sublocality_level_1",2025-11-10T22:19:29.175218
JARDINES DE MÓNACO,29.0677245,-110.9756251,"Jardines de Monaco, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJuZegbWeEzoYRrBNSQZgB7Eg,"political, sublocality, sublocality_level_1",2025-11-10T22:19:29.523468
JARDINES DEL PARAISO,29.0842191,-111.0262018,"Paraíso, La Encantada, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlyxRFsODzoYRts37CujHCr4,route,2025-11-10T22:19:29.882443
JESUS GARCIA,29.11546969999999,-110.9700366,"Jesus Garcia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfwg4yoSGzoYR2VR1oBiNEro,"political, sublocality, sublocality_level_1",2025-11-10T22:19:30.230764
JESUS GARCIA (FRACCIONAMIENTO),29.11546969999999,-110.9700366,"Jesus Garcia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfwg4yoSGzoYR2VR1oBiNEro,"political, sublocality, sublocality_level_1",2025-11-10T22:19:30.585939
JESUS GARCIA II,29.11546969999999,-110.9700366,"Jesus Garcia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfwg4yoSGzoYR2VR1oBiNEro,"political, sublocality, sublocality_level_1",2025-11-10T22:19:30.935495
JESUS VEGA,29.0852544,-110.9518827,"C. Benito Juárez 99, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJC0gFX4qGzoYRhrM1JF8K5nY,"dentist, establishment, health, point_of_interest",2025-11-10T22:19:31.291002
JESUS VEGA AGUILAR,29.1253796,-111.0271095,"Av. Arquitecto Gustavo F. Aguilar, Luis Donaldo Colosio, Colosio, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJNXIEuRaBzoYRXR3XebDDtdQ,route,2025-11-10T22:19:31.648770
JOB GAXIOLA,29.0659069,-110.9584372,"Gaxiola, Villa de Seris, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJV-g5X1aEzoYRlJ2S_oR8JBQ,route,2025-11-10T22:19:32.001524
JOSEFINA DOS,29.1900103,-110.9049689,"83300 Josefina Dos, Son., Mexico",APPROXIMATE,ChIJlX4QR-KHzoYRA_h9ONQUWvo,"locality, political",2025-11-10T22:19:32.342489
KILOMETRO 223,29.0241939,-110.9505737,"ABARROTES LOS FLACOS, Av. Xólotl 113-C, Cuauhtemoc Indeur, 83294 Hermosillo, Son., Mexico",ROOFTOP,ChIJsdmweACFzoYRkIzSaD0aCzU,"establishment, point_of_interest",2025-11-10T22:19:32.693873
KILOMETRO CUARENTA Y CUATRO,29.06047289999999,-110.9662415,"Blvd. Solidaridad 15336, Las Villas, 83289 Hermosillo, Son., Mexico",ROOFTOP,ChIJFQpsSPaEzoYRsYqKtTYS6iI,"establishment, point_of_interest",2025-11-10T22:19:33.039352
KINO BAY ESTATES,28.8694915,-112.0282616,"Kino Bay Estates, 83343 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJ2Tcxx8P6zIYRaQDqRe5vSxg,"political, sublocality, sublocality_level_1",2025-11-10T22:19:33.383124
KOWI (SANTA ISABEL),29.081509,-110.9742627,"Av. Dr. Ignacio Pesqueira 267-B, Los Arcos, 83250 Hermosillo, Son., Mexico",ROOFTOP,ChIJT_tQhUiiXRQR4OeKPBKuwi0,"establishment, food, point_of_interest, store",2025-11-10T22:19:33.754210
LA ANTORCHA,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-10T22:19:34.116817
LA ANTORCHA CAMPESINA,29.1269906,-111.0432871,"Primero de Mayo 55, 83173 Hermosillo, Son., Mexico",ROOFTOP,ChIJq4jRXwCBzoYRYLVhfoTbTl4,"establishment, point_of_interest",2025-11-10T22:19:34.477188
LA ATLANTIDA,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-10T22:19:34.833003
LA AURORA,29.078002,-110.9790939,"Aurora, Palmar del Sol, 83250 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJTRJ67GuEzoYRqx3KN2-PoLE,route,2025-11-10T22:19:35.179730
LA BASE (LOS HOYOS),30.1291126,-109.7820282,"Los Hoyos, Sonora, Mexico",APPROXIMATE,ChIJDwSp1l4D0IYR94PHE9HrxZg,"locality, political",2025-11-10T22:19:35.541031
LA BURA,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-10T22:19:35.886032
LA CABAÑA DEL MOCHOMO,29.0041809,-110.919678,"La Cabaña, Gala, 83297 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJY7JY3b2azoYRx8xzgipsHpM,route,2025-11-10T22:19:36.257689
"LA CAMPINA II, III, IV, V",29.1338091,-111.0255491,"La Campiña, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUWGRFhmBzoYRKZxHMX_4Z8Q,"political, sublocality, sublocality_level_1",2025-11-10T22:19:36.631076
LA CAMPINA III IV Y V ETAPAS,29.1338091,-111.0255491,"La Campiña, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUWGRFhmBzoYRKZxHMX_4Z8Q,"political, sublocality, sublocality_level_1",2025-11-10T22:19:36.982963
LA CASCABEL,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-10T22:19:37.343358
LA CHIRA,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-10T22:19:37.691296
LA CHOYA,29.0729673,-110.9559192,"Yuste28A/penalarayperao, Centro, 83079 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJKzuAZACFzoYRe218PxljZwU,"establishment, point_of_interest",2025-11-10T22:19:38.030870
LA CIMA II,29.1451565,-110.9900333,"Blvd. Progreso S/N, Almacen, 83105 Hermosillo, Son., Mexico",ROOFTOP,ChIJ_5bhJ9aGzoYRR4U7UpWvMvY,"establishment, point_of_interest",2025-11-10T22:19:38.392547
LA COLMENA (POZO CUATRO) [HUERTA],29.0893257,-110.9535576,"Mariano Matamoros 31-Norte, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJk1oyBQCFzoYRE2nwAT02afs,"cafe, establishment, food, point_of_interest, store",2025-11-10T22:19:38.767734
LA COLORADA,28.8026584,-110.5794014,"85540 La Colorada, Sonora, Mexico",APPROXIMATE,ChIJ76j49HzEzoYR86x_64UDri8,"locality, political",2025-11-10T22:19:39.107429
LA CORUBA,29.4269443,-111.1736111,"83327 La Coruba, Son., Mexico",APPROXIMATE,ChIJ1clU00zZzYYRb_MAZCwuM54,"locality, political",2025-11-10T22:19:39.462201
LA CORUÑA SECCION PRIVADA ORZAN,29.07912129999999,-111.0580649,"Orzán, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJcyKiyQGDzoYRJae854rL_Jk,"establishment, point_of_interest",2025-11-10T22:19:39.826460
LA COSECHA NORTE,29.1299729,-111.0308669,"Cosecha Nte., Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJFV-xehqBzoYRXWinymhvYLM,route,2025-11-10T22:19:40.191688
LA COYOTA (LA COYOTITA),29.2221617,-110.9298791,"Carret.Hermosillo_Nogales km.15.3 Caseta De Cobro Salida A Nogales San Pedro El Saucito, 83305 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJUdFbJ2t9zoYRZ-UWMEO06LI,"convenience_store, establishment, food, point_of_interest, store",2025-11-10T22:19:40.553731
LA CRUZ,28.819422,-111.9365993,"La Cruz, 83342 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJU1IUByX3zIYRcPmpur84Rtg,"political, sublocality, sublocality_level_1",2025-11-10T22:19:40.902207
LA CUESTA (POZO DOS) [VIÑEDO],29.1014487,-110.9306382,"La Cuesta, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJcZYPVd2FzoYRDzllR9UO25A,route,2025-11-10T22:19:41.265567
LA CURVA,29.0544565,-110.9904216,"Cda. La Republica 83, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJNfMaEQCFzoYR4P__R8BRsYY,"establishment, place_of_worship, point_of_interest",2025-11-10T22:19:41.615722
LA ENCANTADA PRIVADA ALEBRIJES,29.0845319,-111.0253395,"Privada Alebrijes, La Encantada Blvrd, La Encantada, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJ75QxJ8ODzoYR4Hn4RnOk2_M,"premise, street_address",2025-11-10T22:19:41.972607
LA ENCANTADA PRIVADA AZULEJOS,29.1070979,-110.9987228,"Priv. los Azulejos, Delos Azulejos, 83170 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJjwtBU1OBzoYR-bmNISkdAlE,route,2025-11-10T22:19:42.334885
LA ENCANTADA PRIVADA LEYENDAS,29.0848587,-111.0252544,"La Encantada Blvrd & Priv. Leyendas, La Encantada, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ElFMYSBFbmNhbnRhZGEgQmx2cmQgJiBQcml2LiBMZXllbmRhcywgTGEgRW5jYW50YWRhLCA4MzIyNCBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iZiJkChQKEgnBQzMmw4POhhF_3Gss5xAeGhIUChIJwUMzJsODzoYRf9xrLOcQHhoaFAoSCWuBnUvCg86GEZevjvYecyOZGhQKEgnnuJAnw4POhhFWXaHLnBFquiIKDUv_VREVAOTSvQ,intersection,2025-11-10T22:19:42.691847
LA ENCANTADA RESIDENCIAL,29.0848488,-111.0259217,"La Encantada, Hermosillo, Son., Mexico",APPROXIMATE,ChIJD3JKOMODzoYR3hW5bdjUtfs,"neighborhood, political",2025-11-10T22:19:43.033638
LA ESCONDIDA (LOCALIDAD RURAL),29.0862979,-110.9947129,"La Escondida, 83249 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJeUE6DQmEzoYR6GAWz60PitY,route,2025-11-10T22:19:43.396151
LA FINCA,29.1031755,-110.9132453,"Internacional A Nogales 448, Cafe Combate II, 83304 Hermosillo, Son., Mexico",ROOFTOP,ChIJ31yyUgCFzoYRAirHBvtNSac,"establishment, lodging, point_of_interest",2025-11-10T22:19:43.747940
LA FLORESTA,29.1245712,-111.013684,"Floresta, Villa Sauces, 83179 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJNVm4DjmBzoYRyEWJbj2Z8gw,"neighborhood, political",2025-11-10T22:19:44.090426
LA FLORESTA SECC CIRUELOS,29.0847844,-110.9733315,"Av. Paseo de la Floresta 19, Valle Grande, 83205 Hermosillo, Son., Mexico",ROOFTOP,ChIJ02ZdcACFzoYRJ6zJh3bgSIM,"establishment, point_of_interest",2025-11-10T22:19:44.450196
LA FLORIDA [VIÑEDO],29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-10T22:19:44.800035
LA FRANJA,29.0255037,-111.1257737,"83323 La Franja, Son., Mexico",APPROXIMATE,ChIJf3NYcU8ozIYRAhSw3So1dKc,"locality, political",2025-11-10T22:19:45.130662
LA FUENTE DE LA JUVENTUD,29.25341719999999,-110.8426259,"83300 La Fuente de la Juventud, Son., Mexico",APPROXIMATE,ChIJfSM1R1JizoYRrPz-3n5v-So,"locality, political",2025-11-10T22:19:45.473559
LA GALERA,29.1030244,-110.8472065,"83303 La Galera, Son., Mexico",APPROXIMATE,ChIJk-DoZOeOzoYRDb1otBeqvWM,"locality, political",2025-11-10T22:19:45.802283
LA GLORIA,29.0392235,-110.9391999,"La Gloria, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlYU3WSOFzoYRTQjwtziHN1I,route,2025-11-10T22:19:46.158083
LA HABANA NUMERO DOS,28.866897,-111.2813117,"83324 La Habana Núm. Dos, Son., Mexico",APPROXIMATE,ChIJP43_YlIjzIYRtnvFO7LWjWI,"locality, political",2025-11-10T22:19:46.509694
LA HABANA NUMERO UNO,29.0386221,-110.9588372,"Blvd. Agustín de Vildósola 351, Pedregal de la Villa, 83290 Hermosillo, Son., Mexico",ROOFTOP,ChIJvVBYd9yEzoYRxGtnP3GLFDI,"bar, establishment, point_of_interest",2025-11-10T22:19:46.875754
LA HABANA TRES,28.9394798,-111.2651267,"83324 La Habana Tres, Son., Mexico",APPROXIMATE,ChIJyUMbaD4lzIYRUCZRDorbZQ4,"locality, political",2025-11-10T22:19:47.204573
LA HABANA [ESTABLO],29.0386221,-110.9588372,"Blvd. Agustín de Vildósola 351, Pedregal de la Villa, 83290 Hermosillo, Son., Mexico",ROOFTOP,ChIJvVBYd9yEzoYRxGtnP3GLFDI,"bar, establishment, point_of_interest",2025-11-10T22:19:47.558165
LA HABANA [PORCICOLA Y AVICOLA],29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-10T22:19:47.909737
LA HERRADURA [CAMPESTRE],29.0802276,-110.9604715,"Av. Luis Donaldo Colosio Murrieta 122, El Centenario, 83260 Hermosillo, Son., Mexico",ROOFTOP,ChIJAQAAUEGEzoYRk4tPdLsbuLs,"establishment, point_of_interest, real_estate_agency",2025-11-10T22:19:48.235753
LA INES,29.1677652,-111.0105585,"Av. Llanuras 14-A, Fraccionamiento Tierra Nueva, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJu6H1AfqBzoYR0ZvICWpL-rQ,"establishment, point_of_interest",2025-11-10T22:19:48.581335
LA JOLLA,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-10T22:19:48.930603
LA JOLLA SECCION VILLA DE LOS DIAMANTES,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-10T22:19:49.287097
LA JOLLA SECCION VILLA TURQUESA,29.1095063,-110.9373135,"La Jolla Ote., 83159 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE_RCNtiFzoYRHdbWqsu9tMw,route,2025-11-10T22:19:49.652422
LA LABOR,29.3483332,-110.8091667,"83300 La Labor, Son., Mexico",APPROXIMATE,ChIJd2UqDSZkzoYRwyUssztXupM,"locality, political",2025-11-10T22:19:50.024356
LA LOMA,29.22824499999999,-110.8879412,"83300 La Loma, Sonora, Mexico",APPROXIMATE,ChIJD0BF9rhizoYRMsIpQa6Rq04,"locality, political",2025-11-10T22:19:50.350921
LA MANGA (LOCALIDAD RURAL),29.0864916,-111.0370989,"La Manga, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcW1PayyCzoYRvfFUCmVnHZ0,"political, sublocality, sublocality_level_1",2025-11-10T22:19:50.703196
LA MISION,29.1657877,-110.8946778,"Venado y cactus, 83305 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJF_yX936JzoYRf2pHP8F8qWw,"establishment, point_of_interest",2025-11-10T22:19:51.075947
LA MORENA DOS,29.0655804,-110.9656212,"Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHSYQCFmEzoYR561z4kA3bOw,"establishment, food, point_of_interest, restaurant",2025-11-10T22:19:51.432058
LA MOSQUITA [FRANCISCO MOLINA],29.0509977,-110.9548919,"Francisco Javier Mina, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJc03l3OOEzoYRVgsIljSHwCI,route,2025-11-10T22:19:51.801160
LA NAVIDAD,29.0758765,-110.9816172,"Los Ángeles, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDbmDHWyEzoYRhx8Z_K0kfXM,route,2025-11-10T22:19:52.136171
LA NORIA,29.1355651,-111.0042782,"La Noria Park, C. La Noria 165A, Valle del Portal, 83116 Hermosillo, Son., Mexico",ROOFTOP,ChIJLzDybgCBzoYR3gZSyocgQq4,"establishment, park, point_of_interest",2025-11-10T22:19:52.496864
LA NUEVA VICTORIA,29.1209786,-110.8977614,"La Victoria, 83304 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGckYhauIzoYRoHEADXYg47s,"political, sublocality, sublocality_level_1",2025-11-10T22:19:52.852995
LA OREJANA,29.1889549,-111.7257266,"83330 La Orejana, Sonora, Mexico",APPROXIMATE,ChIJl6Nd3--uzYYRihq8_esFgpk,"locality, political",2025-11-10T22:19:53.192227
LA PALAPA,29.0819875,-111.0137489,"Blvrd Luis Donaldo Colosio, Centro, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJx-33HuSDzoYRxKtejZ-Xhcc,"establishment, food, point_of_interest",2025-11-10T22:19:53.546659
LA PALMA,29.1290087,-110.9959416,"Av Pedro Baranda 691-699, Primero Hermosillo, 83116 Hermosillo, Son., Mexico",ROOFTOP,ChIJeaehZMuGzoYRMDk26v7NtV0,"establishment, food, grocery_or_supermarket, point_of_interest, store",2025-11-10T22:19:53.897278
LA PALMA (LOCALIDAD RURAL),28.6569443,-111.0016667,"83313 La Palma, Son., Mexico",APPROXIMATE,ChIJ_3mRMaGozoYRkUHpyVRW0Eo,"locality, political",2025-11-10T22:19:54.257501
LA PALOMA,29.1303752,-110.9488008,"La Paloma, 83146 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiz3RcmCGzoYR_pyvxVvmLl0,"political, sublocality, sublocality_level_1",2025-11-10T22:19:54.605474
LA PALOMA (RANCHO),29.1303752,-110.9488008,"La Paloma, 83146 Hermosillo, Son., Mexico",APPROXIMATE,ChIJiz3RcmCGzoYR_pyvxVvmLl0,"political, sublocality, sublocality_level_1",2025-11-10T22:19:54.949359
LA PEAÃ‘A,29.0798018,-110.9532482,"A, C. Guerrero 95, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJz9LIjkyEzoYRnrfIRgzBq1A,"premise, street_address",2025-11-10T22:19:55.286719
LA PEAÑA,29.0283332,-111.0633332,"83310 Severo Moreno, Son., Mexico",APPROXIMATE,ChIJNSBuueOCzoYR85KWQ8dK4gU,"locality, political",2025-11-10T22:19:55.623262
